ID,Domain,Language,Language_Code,PSA,PSA_Type,Source_URL,Source_Title,Publisher,Organization_Type,Published_Date,Licence,Licence_URL,Licence_Evidence,Collected_At,Parallel_Group_ID,Parallel_Link_URL,Review_Status
KAPSA-CDD29950E8E1DEB319,www.infonet-biovision.org,English,en,"These knots should not be confused with legume nodules, which are normally small and round, and are attached to the outside of the roots, whereas swellings of root-knot nematodes are within the body of the root. When active nodules are sliced, they are pinkish in colour.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-87959A2DB0CFAA027F,www.infonet-biovision.org,English,en,"Spider mites feeding on bean plants may cause reduction in plant growth, flowering, number and length of pods, and number of seeds per pod. Damage is most severe when mites attack young plants. Mite damage may be particularly severe during the dry season.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-131D82A3C683D09D45,www.infonet-biovision.org,English,en,Beans (Revised): A related Spider mites species on cotton leaf. They are very tiny (they rarely exceed a size of 0.5 mm),Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-71AAF8FE8204F443BE,www.infonet-biovision.org,English,en,"Tetranychus predators - Phytoseiulus persimilis predatory mites (orange-red individuals), in a colony of Tetranychus urticae , the two-spotted spider mite. Two-spotted spider mite adult females are 0.6 mm long. Ⓒ Image supplied by Warwick HRI, University of Warwick.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-77756C205D514EAE44,www.infonet-biovision.org,English,en,"Tetranychus predators - Phytoseiulus persimilis predatory mites (orange-red individuals), in a colony of Tetranychus urticae , the two-spotted spider mite. Two-spotted spider mite adult females are 0.6 mm long.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-7D6264420434078DD2,www.infonet-biovision.org,English,en,"Beans (Revised): Avoid frequent use of broad-spectrum pesticides, particulary pyrethroids; this may lead to spider mite outbreaks.",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-25F9F54E4C3B790F86,www.infonet-biovision.org,English,en,"Use overhead irrigation or wash plants with a strong jet of water to knock off mites and to destroy their webs. Be sure to spray the underneath of the leaves. However, this should be done early in the day to allow the foliage to dry. Wetness of the foliage for an extended period is conducive to development of fungal diseases.",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-0E548D42D05D98A699,www.infonet-biovision.org,English,en,"Beans (Revised): Storage pests: Bruchids ( Zabrotes subfasciatus , Acanthoscelides obtectus )",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-8887C823C39667B037,www.infonet-biovision.org,English,en,"Bruchids such as the bean bruchid or dry bean weevil ( Acanthoscelides obtectus ), and the Mexican bean weevil ( Zabrotes subfasciatus ) are storage pests, attacking dried beans in Africa. They are small beetles (3-5 mm) grey, brown to reddish-brown in colour. Females of the dry bean weevil lay eggs glued to the bean seeds, while females of the Mexican bean weevil lay eggs scattered between the bean seeds. Development takes place inside the bean and takes about one month before the adult emerges. The larvae feed on the seeds destroying them or reducing germination capacity. The adult emerges from the seeds leaving small round holes on the bean seeds. Heavy infestation can result in a large number of holed seeds, with adults moving across the stored beans. The dry bean weevil can attack pods in the field laying eggs on ripening pods. The Mexican bean weevil attacks only beans in storage.",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-07F2A54548BE5C06CE,www.infonet-biovision.org,English,en,"Beans (Revised): The Mexican bean weevil (Zabrotes subfasciatus) is a very small weevil, it is about 2 - 3 mm long.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-0CEED6FCB85582F0D3,www.infonet-biovision.org,English,en,"Beans (Revised): Close-up of damage to beans, attributed to Mexican bean weevil , (Zabrotes subfasciatus) Ⓒ CIAT",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-D0FEA70315DAD1F664,www.infonet-biovision.org,English,en,"Beans (Revised): Close-up of damage to beans, attributed to Mexican bean weevil , (Zabrotes subfasciatus)",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-1796C660A64CA02AC3,www.infonet-biovision.org,English,en,Beans (Revised): Bruchids on damaged bean Mexican bean weevil adults (Zabrotes subfasciatus) Ⓒ CIAT,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-D33C46CEDD74AC6674,www.infonet-biovision.org,English,en,Beans (Revised): Bruchids on damaged bean Mexican bean weevil adults (Zabrotes subfasciatus),Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-FE0FB8B664A374F990,www.infonet-biovision.org,English,en,"Beans (Revised): Bruchid damage to beans, attributed to Mexican bean weevil (Zabrotes subfasciatus) Ⓒ CIAT",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-DDBFE6199D82CFEA83,www.infonet-biovision.org,English,en,"Beans (Revised): Bruchid damage to beans, attributed to Mexican bean weevil (Zabrotes subfasciatus)",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-8CE14EAC33DC5EE20E,www.infonet-biovision.org,English,en,Beans (Revised): Bruchids can be controlled through good storage hygiene. Remove infested residues from last season's harvest.,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-7C56A33893ED8781B0,www.infonet-biovision.org,English,en,"Beans (Revised): When small lots of beans are stored, daily turning of the storage container can significantly reduce infestation.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-4777EB71C2AAEDFCA2,www.infonet-biovision.org,English,en,Complete control of bruchids can be achieved by coating stored seeds with vegetable oil such as cotton seed or coconut oil (small or medium amounts of grain).,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-D36F4FF007717D0E89,www.infonet-biovision.org,English,en,"Farmer experience: Solar drying of bean seeds before storage is essential. Before storage, treat or mix stored seed with a mixture of plant parts (e.g. neem, lantana, pyrethrum and others), vegetable oil (e.g. neem, coconut, castor bean, cottonseed, groundnut, maize, among others) or mineral substances (e.g. sand, diatomite among others). Diatomite is commercially available as Kensil Lagging from most hardware shops in Kenya.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-AB2FA94F7EFFC06E9B,www.infonet-biovision.org,English,en,Beans (Revised): Pyrethrum (botanical) is effective in controlling weevils. For more information on Pyrethrum click here,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-3B7B250D0B365F62D7,www.infonet-biovision.org,English,en,"Several species of snout weevils are commonly found feeding on bean leaves. Adult weevils chew the edges of the leaves cutting circular discs. Grubs of weevils live in the soil feeding on roots or may bore into the stem of the bean plant causing swellings or galls, as is the case of the striped bean weevil.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-20EAD2CAB65A5FEB17,www.infonet-biovision.org,English,en,"The adult of the striped bean weevil is 10-15mm long, dark brown in colour with whitish to yellowish longitudinal stripes. The females lay eggs in the soil near bean plants. Emerging grubs bore and feed inside the stem, causing cankerous swelling or galls. Fully-grown grubs are white, about 10mm long, have no less and are C-shaped. Pupation occurs in an earthen cell attached to the plant. Plants attacked by grubs of this weevil show stunted growth, lodging, and eventually may die. The stem of the plant breaks easily during harvesting.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-727DAED63DDBC94739,www.infonet-biovision.org,English,en,"Beans (Revised): In Kenya, striped bean weevil only occurs occasionally, and to a minor extent and control measures are usually not required.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-92227EACA24FA4C254,www.infonet-biovision.org,English,en,Beans (Revised): Beetles can be collected manually and destroyed. Plants damaged by the grubs can be removed and the grubs destroyed.,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-61B9DBF59B52C46313,www.infonet-biovision.org,English,en,"Beans (Revised): Stripped bean weevil (Alcidodes leucogrammus ) adult on beans (real size 1-1.5 cm) Ⓒ A.M. Varela, icipe",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-D1D7C10EE49B2409E2,www.infonet-biovision.org,English,en,Beans (Revised): Stripped bean weevil (Alcidodes leucogrammus ) adult on beans (real size 1-1.5 cm),Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-4294D36AB66B4F30DF,www.infonet-biovision.org,English,en,Damage to French bean plants by larvae of the stripped bean weevil (Alcidodes leucogrammus) . Note larva inside stem. Inset- close-up of larva (real size 1cm long).,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-91F7605B43FC2E9768,www.infonet-biovision.org,English,en,"Whiteflies are important pests of beans. Both the larvae and the adults pierce and suck the sap from leaves, which may cause reduced plant growth, yellowing of leaves, and wilting of the plant when present in large numbers. They produce honeydew, which may lead to growth of sooty mould on leaves and pods. Heavy growth of sooty mould reduces photosynthesis affecting plant growth. French bean pods contaminated with sooty mould are unmarketable. Control measures on beans are justified if large whitefly numbers attack the plants during the early stages of the crop. Whitefly infestations after the onset of flowering usually do not affect yield. Adults are small (1-3 mm long), with two pairs of wings that are held roof-like over the body. They resemble very small moths.",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-6CF138D09984C85CAF,www.infonet-biovision.org,English,en,"Whiteflies are important pests of beans. Both the larvae and the adults pierce and suck the sap from leaves, which may cause reduced plant growth, yellowing of leaves, and wilting of the plant when present in large numbers. They produce honeydew, which may lead to growth of sooty mould on leaves and pods. Heavy growth of sooty mould reduces photosynthesis affecting plant growth. French bean pods contaminated with sooty mould are unmarketable.",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-8DFD6611F950429B58,www.infonet-biovision.org,English,en,Control measures on beans are justified if large whitefly numbers attack the plants during the early stages of the crop. Whitefly infestations after the onset of flowering usually do not affect yield.,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-7C6A45B10BA0CDD868,www.infonet-biovision.org,English,en,"Beans (Revised): Adults are small (1-3 mm long), with two pairs of wings that are held roof-like over the body. They resemble very small moths.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-2E26284484FB633269,www.infonet-biovision.org,English,en,Beans (Revised): Conserve natural enemies . Parasitic wasps are very important for control of whiteflies.,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-FDB9319B07E4632C2C,www.infonet-biovision.org,English,en,"Whenever necessary spray crop with neem products. Neem-based pesticides are reported to inhibit growth and development of immature stages, and to reduce egg laying by adult whiteflies",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-44061BA78CB6D868D1,www.infonet-biovision.org,English,en,"Common beans originated in the Americas and domesticated in Mexico, Peru, and Colombia 8000 years ago. Before Columbus, it was unknown in the Old World, but later it became an essential crop in Europe and Africa. It is widely cultivated in many parts of the tropics, subtropics, and temperate regions. Common bean is a vital pulse crop throughout tropical America and many parts of tropical Africa. It is of little importance in India and most tropical Asia, where indigenous pulses are preferred.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-5020C0A9546E1F6B56,www.infonet-biovision.org,English,en,Beans (Revised): Introduced into: Most tropical and sub-tropical countries of the world.,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-C17200281A7D01BFF1,www.infonet-biovision.org,English,en,"Madagascar: Zarikô, Malgache, Tsaramaso Malawi: Mbwanda, Khwanya, Nyemba Mali: Nii Tèengu Soo Mauritius: Haricot Rwanda: Umukarankuba South Africa: E mbotyi Togo: Ayi, Sona",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-407F398AF9447DFD40,www.infonet-biovision.org,English,en,"However, presently, two distinct bean types are recognized in the region: French beans (green beans) and common beans (dry beans). French beans are the immature green pods of P. vulgaris and are primarily grown for export market to European Union and elite local urban markets. Common beans are the second most important staple food to maize for the local people.",Market or support update,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-E186BFDB5B4B4836F2,www.infonet-biovision.org,English,en,"Beans were introduced to Africa from Latin America several centuries ago. To date beans are a vital staple in Africa, providing the main source of protein. Common beans are mainly grown by women for subsistence and for the local market. French beans (green/snap beans) are grown as a cash crop by large scale and smallholder farmers. They are a major export vegetable commodity in Eastern Africa. The main producing countries in the region are Kenya, Tanzania, Uganda, and more recently Rwanda. In Kenya, most of the crop is grown by smallholders and virtually all is exported to Europe. Estimates indicate that up to 50,000 smallholder families are involved in French bean production in Kenya.",Market or support update,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-B73011983AB45984C4,www.infonet-biovision.org,English,en,"The growth habit of common beans varies from determinate dwarf or bush types to indeterminate climbing or pole cultivars. Bush beans are the most predominant types grown in Africa. However, improved climbing beans introduced to Rwanda in the 80's have since spread to other countries in the region. They are particularly grown in areas with limited land and high human population.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-CDBC18625AAB4CAA16,www.infonet-biovision.org,English,en,"The common bean is highly regarded for its nutritional value, as both its seeds and leaves can be consumed. It is recognized for its abundant proteins, complex carbohydrates, fiber, vitamins, and minerals, making it a valuable source of nutrients. This crop offers versatility as it can be enjoyed in various forms, including fresh pods, immature seeds, or mature dried beans. Common bean varieties display a range of colors, such as white, red, black, and speckled, each with its own distinct taste and cooking qualities. Aside from its role as a food crop, common bean also possesses medicinal properties. Traditional medicine systems in Africa have long utilized different parts of this plant for therapeutic purposes. (Graham & Ranalli, 1997, Wortmann, 2006).",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:48:50+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
